Meeting,Race Number,Race Name,Distance,Prize Money,Class,Apprentice Claim,Time,Date,Tab Number,Form,Last Finish pos,Last-1 Finish pos,Last-2 Finish pos,Last-3 Finish pos,Horse,BP,Weight,odds,Wrat,Trat,Starts,Wins,Places,win%,Place%,Class Change,Field Strength,Distance Change,Average Prizemoney,Days Since Last Start,Course Wins,Course Places,Course Starts,Distance Wins,Distance Places,Distance Starts,Course/Dist Wins,Course/Dist Places,Course/Dist Starts,Firm Wins,Firm Places,Firm Starts,Good Wins,Good Places,Good Starts,Soft Wins,Soft Places,Soft Starts,Heavy Wins,Heavy Places,Heavy Starts,Wizard Panel,Wtime Panel,Best Form Panel,Recent Form Panel,Distance Panel,Class Panel,Consensus Panel,Consensus Points,Trainer, age,sex,Jockey,Allowance,Espd,Pace,Impact Form,Impact Fit,Impact Dist,ATPG Age,ATPG Trainer,RFS,1Up Wins,1Up Places,1Up Starts,2Up Wins,2Up Places,2Up Starts,3Up Wins,3Up Places,3Up Starts,4Up Wins,4Up Places,4Up Starts,5Up Wins,5Up Places,5Up Starts,6Up Wins,6Up Places,6Up Starts,7+Up Wins,7+Up Places,7+Up Starts,Cur RFS Wins,Cur RFS Places,Cur RFS Starts,Cur RFS Date1,Cur RFS Base1,Cur RFS WFA1,Cur RFS Date2,Cur RFS Base2,Cur RFS WFA2,Cur RFS Date3,Cur RFS Base3,Cur RFS WFA3,Cur Peak,Cur Peak Date,Last Peak,Last Peak Date,Prev Peak,Prev Peak Date,Dist Peak,Dist Peak Date,Wet Peak,Wet Peak Date,Win Distances,Sim Company Wins,Sim Company Places,Sim Company Starts,Strong Company Wins,Strong Company Places,Strong Company Starts,Last Base Rating,Last WFA Rating,Last Date,Last Finish Position,Last-1 Base Rating,Last-1 WFA Rating,Last-1 Date,Last-1 Finish Position,Last-2 Base Rating,Last-2 WFA Rating,Last-2 Date,Last-2 Finish Position,Last-3 Base Rating,Last-3 WFA Rating,Last-3 Date,Last-3 Finish Position,Last-4 Base Rating,Last-4 WFA Rating,Last-4 Date,Last-4 Finish Position,Last-5 Base Rating,Last-5 WFA Rating,Last-5 Date,Last-5 Finish Position,Last-6 Base Rating,Last-6 WFA Rating,Last-6 Date,Last-6 Finish Position,Last-7 Base Rating,Last-7 WFA Rating,Last-7 Date,Last-7 Finish Position,Last Win Base Rating,Last Win WFA Rating,Last Win Date,Last Win-1 Base Rating,Last Win-1 WFA Rating,Last Win-1 Date,Last Win-2 Base Rating,Last Win-2 WFA Rating,Last Win-2 Date,Last Win-3 Base Rating,Last Win-3 WFA Rating,Last Win-3 Date,Last Win-4 Base Rating,Last Win-4 WFA Rating,Last Win-4 Date,Last Win-5 Base Rating,Last Win-5 WFA Rating,Last Win-5 Date,Joc Loc12m Wins,Joc Loc12m Places,Joc Loc12m Starts,Joc Ovrl12m Wins,Joc Ovrl12m Places,Joc Ovrl12m Starts,Joc/Horse Wins,Joc/Horse Places,Joc/Horse Starts,Trn Loc12m Wins,Trn Loc12m Places,Trn Loc12m Starts,Trn Loc5y Wins,Trn Loc5y Places,Trn Loc5y Starts,Trn Ovrl12m Wins,Trn Ovrl12m Places,Trn Ovrl12m Starts,Joc/Trn Wins,Joc/Trn Places,Joc/Trn Starts,Last Dist,Last Margin,Last Weight,Last-1 Dist,Last-1 Margin,Last-1 Weight,Last-2 Dist,Last-2 Margin,Last-2 Weight,Last-3 Dist,Last-3 Margin,Last-3 Weight,Last Crse,Last Class,Last-1 Crse,Last-1 Class,Last-2 Crse,Last-2 Class,Last-3 Crse,Last-3 Class,Sire,Dam,G Sire,Trainer Location,Course Peak,Course Peak Date,Last SP,Last-1 SP,Last-2 SP,Last-3 SP,Scratched,Last Win Dte,Last Win Days,Last-1 Win Date,Last-1 WinDays,Last-2 Win Date,Last-2 Win Days,Last-3 Win Date,Last-3 WinDays,Last-4 Win Date,Last-4 Win Days,Last-5 Win Date,Last-5 WinDays,1Fav Wins,1Fav Places,1Fav Starts,2Fav Wins,2Fav Places,2Fav Starts,3-5Fav Wins,3-5Fav Places,3-5Fav Starts,6+Fav Wins,6+Fav Places,6+Fav Starts,Last-4 Weight,Last-5 Weight,Last-6 Weight,Last-7 Weight,
RANDWICK INS,6,CACTUS IMAGING (BM64),1100,"60,000",BM-64,Claim,05.10 pm,25/10/2023,7,'438x,8,3,4,,ONE DESTINY,5,58.5,34.00,70,68,27,3,8,11,30,up,- 2.0,eq,4915,91,0,3,4,3,7,22,0,3,3,0,0,0,0,2,8,2,3,11,1,3,8,11,11,2,0,2,1,2,12,G R NICKSON,4,G,A. B. Collett,,S7,B7,0.98,1.21,0.94,D,na,1,1,0,4,0,2,4,0,0,3,0,0,2,0,0,2,0,2,2,2,4,10,1,0,4,31/12/2022,31.0,36.5,09/07/2022,20.0,29.0,21/01/2022,21.5,35.5,,,42.5,25/05/23,42.5,02/09/22,42.5,25/05/23,42.5,25/05/23,1000 (2) 1200,0,1,2,0,1,7,30.0,31.5,26/07/2023,8,37.0,38.5,05/07/2023,3,39.5,41.5,24/06/2023,4,40.0,42.0,14/06/2023,3,40.0,42.5,25/05/2023,1,37.5,40.0,09/05/2023,1,30.0,32.5,27/04/2023,5,35.5,38.5,15/04/2023,2,31.0,36.5,31/12/2022,,,,,,,,,,,,,,,,3,10,78,84,163,703,2,3,6,3,3,34,3,3,18,13,9,98,4,3,14,1100,5.9,59.5,1000,2.6,55.5,1100,1.1,54.0,1000,1.7,59.5,CANT,3YB-64,RANI,BM-72,RAND,BM-72,RANI,BM-64,SUPER ONE,STAR OF DESTINY,POWER OF DESTINY,WARWICK FARM,42.0,14/06/23,13.00,8.00,5.00,12.00,,25/05/23,16,09/05/23,12,31/12/22,107,,,,,,,2,0,3,1,1,3,0,3,11,0,4,10,57.0,58.5,55.0,55.0,
RANDWICK INS,6,CACTUS IMAGING (BM64),1100,"60,000",BM-64,Claim,05.10 pm,25/10/2023,8,'8057,7,5,0,8,PINK BAROQUE,,57.5,,,,14,2,3,14,21,,,,7454,14,0,0,4,0,0,4,0,0,2,0,0,0,2,2,11,0,1,3,0,0,0,10,10,3,4,6,12,,,C J WALLER,4,M,,,S6,M5,1.05,1.02,1.04,C,B,7,1,0,3,0,0,2,1,0,2,0,1,2,0,0,2,0,1,2,0,1,1,0,1,1,04/03/2023,33.5,36.5,,,,,,,41.0,12/07/23,40.5,17/02/23,36.5,29/06/22,38.0,10/12/22,40.5,17/02/23,1250 1400,0,1,1,0,0,6,37.5,37.5,11/10/2023,7,37.0,37.5,27/09/2023,5,31.5,32.0,06/09/2023,11,35.0,36.0,23/08/2023,8,37.5,38.5,05/08/2023,7,39.5,41.0,12/07/2023,1,33.5,36.5,04/03/2023,3,37.0,40.5,17/02/2023,3,30.0,35.5,26/12/2022,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,138,256,1302,907,1652,6144,284,481,2322,0,0,0,1100,2.0,56.0,1300,3.4,56.5,1400,7.5,57.5,1150,4.6,58.0,WFRM,FMB-72,ROSE,FMB-72,RANI,FMB-72,RANI,FMB-72,CARAVAGGIO (USA),JAIPUR PRINCESS,REDOUTE'S CHOICE,ROSEHILL,39.0,03/02/23,41.00,21.00,26.00,3.70,Scratched,12/07/23,130,26/12/22,16,,,,,,,,,0,1,2,0,1,2,0,1,2,2,0,8,55.5,58.0,56.5,57.5,
RANDWICK INS,6,CACTUS IMAGING (BM64),1100,"60,000",BM-64,Claim,05.10 pm,25/10/2023,9,'42x1,1,2,4,,GUSTOSISIMO,6,57.0,2.50,100,100,4,1,1,25,25,up,+  .0,eq,10206,17,0,0,0,1,1,4,0,0,0,0,0,0,1,0,2,0,1,2,0,0,0,1,1,10,6,9,10,3,10,G RYAN & S ALEXIOU,3,G,B. Prebble,,G3,O3,0.84,1.04,1.17,A,A,2,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10/04/2023,27.5,32.5,,,,,,,39.0,08/10/23,45.0,11/03/23,,,45.0,11/03/23,40.5,27/04/23,1100,0,0,0,0,0,1,39.0,39.0,08/10/2023,1,36.0,40.5,27/04/2023,2,27.5,32.5,10/04/2023,4,39.0,45.0,11/03/2023,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,60,277,40,98,391,1,0,1,25,63,228,88,171,607,69,128,475,4,3,14,1100,3.0,56.5,1200,1.5,56.0,1100,3.7,56.0,1200,4.2,55.5,HAWK,3Y+MSW,WYON,MAIDEN,WFRM,2Y-MSW,ROSE,2YO-G3,EXCEED AND EXCEL,KANIANA,CANNY LAD,ROSEHILL,,,1.40,2.80,5.50,17.00,,08/10/23,164,,,,,,,,,,,1,0,1,0,1,1,0,0,1,0,0,1,,,,,
RANDWICK INS,6,CACTUS IMAGING (BM64),1100,"60,000",BM-64,Claim,05.10 pm,25/10/2023,10,'7221,1,2,2,7,THERE THERE,,57.0,,,,8,1,6,13,75,,,,8109,15,0,1,1,0,4,5,0,1,1,0,0,0,1,3,4,0,3,4,0,0,0,7,7,7,2,11,2,,,C MAHER & D EUSTACE,4,M,,,G2,O2,0.81,1.01,0.95,C,A,6,0,3,3,0,1,2,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,39.0,07/09/23,37.5,11/12/22,38.5,09/06/22,38.5,09/06/22,38.5,17/08/23,1300,0,0,0,0,0,0,38.0,38.0,10/10/2023,1,38.5,39.0,07/09/2023,2,37.5,38.5,17/08/2023,2,25.5,27.0,26/07/2023,7,34.5,36.0,05/07/2023,2,31.5,37.5,11/12/2022,3,25.5,34.5,04/07/2022,2,28.5,38.5,09/06/2022,2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,145,209,990,522,799,3094,358,513,2039,0,0,0,1300,0.7,57.0,1300,1.3,59.5,1300,0.5,57.0,1200,8.0,59.5,NEWC,4Y+MSW,HAWK,MAIDEN,HAWK,MDN-SW,CANT,23F-MD,I AM INVINCIBLE,DIDDUMS,SNITZEL,WARWICK FARM,36.0,05/07/23,2.70,3.50,9.00,3.50,Scratched,10/10/23,33,,,,,,,,,,,1,3,5,0,2,2,0,1,1,0,0,0,54.0,56.0,56.0,57.0,
RANDWICK INS,6,CACTUS IMAGING (BM64),1100,"60,000",BM-64,Claim,05.10 pm,25/10/2023,11,'1731,1,3,7,1,JUST GISELLA,,56.5,,,,5,2,1,40,20,,,,12275,15,0,0,0,1,1,4,0,0,0,0,0,0,1,1,3,1,0,1,0,0,1,8,8,11,7,12,11,,,MICHAEL FREEDMAN,3,F,,,G2,O2,0.91,na,1.17,B,B,5,1,0,2,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,40.0,30/09/23,43.0,01/10/22,,,43.0,01/10/22,43.0,01/10/22,1100 1300,0,0,0,0,0,1,39.5,39.5,10/10/2023,1,39.5,40.0,30/09/2023,3,30.5,31.5,30/08/2023,7,37.0,38.0,08/08/2023,1,33.0,43.0,01/10/2022,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,13,28,104,22,41,146,55,72,266,0,0,0,1300,0.2,56.5,1200,2.0,55.5,1200,4.6,57.0,1100,1.0,55.0,NEWC,FM-CL1,NEWC,BM-64,WFRM,3YB-64,HAWK,MAIDEN,JUSTIFY (USA),HALLE ROCKS,FASTNET ROCK,RANDWICK,,,2.70,9.00,5.50,4.50,Scratched,10/10/23,10,08/08/23,311,,,,,,,,,1,0,1,0,0,0,1,1,4,0,0,0,56.0,,,,
RANDWICK INS,6,CACTUS IMAGING (BM64),1100,"60,000",BM-64,Claim,05.10 pm,25/10/2023,12,'  13,3,1,,,UNSTOPABULL,1,56.5,3.50,98,98,2,1,1,50,50,dn,- 2.0,eq,16138,23,0,0,0,1,1,2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,2,9,5,8,9,4,10,C J WALLER,3,G,Tim Clark,,S4,B4,1.10,na,1.17,A,A,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,40.0,09/09/23,,,,,40.0,09/09/23,35.5,02/10/23,1000,0,0,0,0,1,1,35.5,35.5,02/10/2023,3,39.5,40.0,09/09/2023,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,83,357,81,133,522,0,0,0,138,256,1302,907,1652,6144,284,481,2322,0,5,17,1100,4.3,57.0,1000,0.5,56.5,,,,,,,WFRM,3YB-68,KEMB,MDN-SW,,,,,RUSSIAN REVOLUTION,SHORELINE,I AM INVINCIBLE,ROSEHILL,,,11.00,1.90,,,,09/09/23,frs,,,,,,,,,,,1,0,1,0,0,0,0,1,1,0,0,0,,,,,
RANDWICK INS,6,CACTUS IMAGING (BM64),1100,"60,000",BM-64,Claim,05.10 pm,25/10/2023,13,'  31,1,3,,,GOLD DUST,,54.5,,,,2,1,1,50,50,,,,15038,17,0,0,0,1,1,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,4,5,14,10,14,5,,,J O'SHEA,3,F,,,G3,O3,0.91,na,0.99,B,C,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,40.0,08/10/23,,,,,40.0,08/10/23,,,1100,0,0,0,0,0,0,40.0,40.0,08/10/2023,1,39.0,39.5,07/09/2023,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,25,78,295,155,277,971,75,146,575,0,0,0,1100,0.1,55.5,1100,0.8,55.5,,,,,,,HAWK,FM-MSW,HAWK,FM-MSW,,,,,EXCEED AND EXCEL,SKY TREASURE (USA),SKY MESA (USA),RANDWICK,,,2.30,8.00,,,Scratched,08/10/23,31,,,,,,,,,,,1,0,1,0,0,0,0,1,1,0,0,0,,,,,
RANDWICK INS,6,CACTUS IMAGING (BM64),1100,"60,000",BM-64,Claim,05.10 pm,25/10/2023,14,'6x31,1,3,6,,REIGNING KING,,56.0,,,,3,1,1,33,33,,,,10433,20,0,0,0,1,1,3,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,3,3,12,8,13,8,,,NATHAN DOYLE,3,C,,,G3,O3,0.84,0.93,1.17,A,na,3,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,40.0,05/10/23,35.5,14/03/23,,,40.0,05/10/23,40.0,05/10/23,1100,0,0,0,0,0,0,40.0,40.0,05/10/2023,1,38.5,39.0,14/09/2023,3,29.5,35.5,14/03/2023,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10,17,95,19,35,166,65,80,357,0,0,0,1100,1.0,56.5,1000,1.5,58.5,1000,3.1,58.0,,,,GOSF,3Y+MSW,KEMB,MAIDEN,BALT,2Y-MSW,,,SNITZEL,COURGETTE,CHARGE FORWARD,NEWCASTLE,,,2.20,1.80,16.00,,Scratched,05/10/23,21,,,,,,,,,,,1,1,2,0,0,0,0,0,1,0,0,0,,,,,
RANDWICK INS,7,TAB (BM72),1250,"60,000",BM-72,Claim,05.50 pm,25/10/2023,1,'9x56,6,5,9,,JULIAN ROCK (FR),2,60.5,41.00,74,72,52,7,10,13,19,dn,- 3.0,eq,8095,53,2,2,11,2,5,19,0,1,3,0,0,2,3,4,25,3,4,15,1,2,10,12,11,1,9,1,7,,,T & P VIGOUROUX,9,G,K. Mc Evoy,,M5,M4,1.10,1.19,1.05,C,na,3,1,3,11,1,1,9,1,1,6,0,1,5,0,0,4,1,1,3,3,3,14,1,1,6,26/10/2022,39.5,39.5,15/06/2022,43.0,43.0,10/03/2021,32.5,32.5,40.5,16/08/23,45.0,24/02/23,43.0,15/06/22,43.5,19/04/23,45.0,24/02/23,1100 (2) 1250 1300 1400 (2) 1600,3,3,16,1,5,26,38.5,38.5,02/09/2023,6,40.5,40.5,16/08/2023,5,36.5,36.5,06/05/2023,9,43.5,43.5,19/04/2023,3,42.5,42.5,10/04/2023,6,41.0,41.0,08/03/2023,6,45.0,45.0,24/02/2023,2,39.5,39.5,10/02/2023,6,44.0,44.0,20/01/2023,43.0,43.0,15/06/2022,41.0,41.0,26/05/2021,44.0,44.0,16/02/2020,41.5,41.5,26/12/2019,40.5,40.5,09/10/2019,40,88,497,65,150,733,1,2,8,1,2,9,1,4,13,9,22,100,0,0,1,1200,2.5,57.0,1100,2.8,61.0,1200,4.2,58.0,1300,0.5,59.0,RAND,BM-78,CANT,BM-72,GOSF,BM-78,WFRM,BM-78,INVINCIBLE SPIRIT (IRE),SONEVA (USA),CHEROKEE RUN (USA),HAWKESBURY,43.0,15/06/22,151,21.00,31.00,21.00,,20/01/23,14,15/06/22,21,26/05/21,7,16/02/20,29,26/12/19,15,09/10/19,15,1,0,4,0,1,1,4,3,18,2,6,29,62.5,60.0,59.5,59.5,
RANDWICK INS,7,TAB (BM72),1250,"60,000",BM-72,Claim,05.50 pm,25/10/2023,2,'x206,6,0,2,,LAVISH EMPIRE,5,60.0,5.50,95,99,8,2,3,25,38,eq,- 1.0,eq,15650,14,0,1,1,0,1,3,0,1,1,0,0,0,0,1,3,1,2,3,1,0,2,4,3,3,1,3,9,2,14,P & P SNOWDEN,4,G,J. Parr,,M7,M7,1.04,1.06,0.98,B,C,4,1,2,3,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,45.0,06/09/23,45.5,17/05/23,43.0,21/01/23,45.0,06/09/23,45.5,17/05/23,1100 (2),1,2,5,0,0,1,43.5,43.5,11/10/2023,6,37.5,38.0,23/09/2023,10,44.5,45.0,06/09/2023,2,43.0,45.5,17/05/2023,1,35.5,38.0,29/04/2023,10,41.5,44.5,10/04/2023,3,38.5,43.0,21/01/2023,2,37.0,42.0,06/01/2023,1,,,,,,,,,,,,,,,,,,,23,53,239,53,93,402,1,2,3,35,95,355,234,459,1769,97,232,763,5,9,30,1200,1.7,60.0,1100,5.1,56.5,1150,1.3,60.0,1100,0.5,58.0,WFRM,BM-72,ROSE,BM-78,RANI,BM-72,WFRM,BM-72,SPIETH (NZ),KISSAME MUCHO,FASTNET ROCK,RANDWICK,45.0,06/09/23,4.50,9.00,4.00,5.50,,17/05/23,18,06/01/23,frs,,,,,,,,,1,0,2,1,2,4,0,1,2,0,0,0,56.5,57.5,56.0,57.5,
RANDWICK INS,7,TAB (BM72),1250,"60,000",BM-72,Claim,05.50 pm,25/10/2023,3,'x12x,2,1,,,SHOHEI,,59.5,,,,7,2,4,29,57,,,,13329,207,0,0,0,2,2,5,0,0,0,0,0,0,1,2,3,1,2,4,0,0,0,1,1,2,0,7,1,,,"M, W & J HAWKES",5,M,,,M3,M3,0.87,1.09,0.98,A,A,1,2,1,3,0,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,03/03/2023,42.0,43.5,21/09/2022,38.0,41.5,17/03/2022,35.0,41.0,,,47.5,01/04/23,41.5,21/09/22,43.5,03/03/23,41.5,21/09/22,1200 (2),0,1,1,0,1,1,46.5,47.5,01/04/2023,2,42.0,43.5,03/03/2023,1,35.0,38.0,11/11/2022,2,31.0,34.0,15/10/2022,6,38.0,41.5,21/09/2022,1,25.5,31.0,18/04/2022,3,35.0,41.0,17/03/2022,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,46,82,376,267,422,1589,79,135,580,0,0,0,1400,0.1,56.0,1200,0.8,59.0,1550,2.3,52.0,1200,4.4,57.0,BDGO,MS-SWP,NEWC,BM-64,CANT,BM-72,NEWC,CLS1,MIKKI ISLE (JPN),ZUBARA,ZABEEL (NZ),ROSEHILL,,,9.00,3.70,5.50,4.50,Scratched,03/03/23,112,21/09/22,156,,,,,,,,,1,2,4,1,0,1,0,2,2,0,0,0,58.0,57.0,56.5,,
RANDWICK INS,7,TAB (BM72),1250,"60,000",BM-72,Claim,05.50 pm,25/10/2023,4,'020x,0,2,0,,CLOUDLAND (NZ),3,58.5,13.00,84,82,8,3,3,38,38,eq,- 1.0,dn,10756,144,0,1,1,3,1,4,0,0,0,0,0,0,0,1,2,1,2,3,2,0,3,7,8,4,0,4,3,,,K A LEES,5,G,Dylan Gibbons,a0.0,G4,O2,0.89,1.00,0.95,B,D,1,2,1,3,1,0,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3,18/03/2023,41.5,43.0,23/09/2022,38.5,42.0,29/04/2022,37.5,43.0,,,46.0,20/05/23,45.0,02/12/22,46.0,20/05/23,46.0,20/05/23,1200 1280 1300,0,1,2,0,1,2,33.5,34.0,03/06/2023,11,45.0,46.0,20/05/2023,2,20.0,21.0,08/04/2023,15,41.5,43.0,18/03/2023,2,42.5,45.0,02/12/2022,3,42.0,45.0,21/10/2022,1,38.5,42.0,23/09/2022,1,37.5,43.0,29/04/2022,1,,,,,,,,,,,,,,,,,,,56,119,529,98,180,810,1,0,1,20,57,237,145,361,1335,173,288,1154,33,54,217,1400,7.6,57.5,1250,0.2,62.0,1400,19.3,57.0,1400,3.5,56.0,ROSE,BM-72,NEWC,BM-64,RAND,SCON,KEMB,CL5-SW,SWISS ACE,COMMISERATE,CONGRATS (USA),NEWCASTLE,45.0,02/12/22,11.00,5.00,16.00,11.00,,21/10/22,28,23/09/22,147,29/04/22,frs,,,,,,,3,0,3,0,2,2,0,1,1,0,0,2,56.0,57.0,57.5,58.5,
RANDWICK INS,7,TAB (BM72),1250,"60,000",BM-72,Claim,05.50 pm,25/10/2023,5,'39x4,4,9,3,,GROWL,9,58.0,4.50,98,97,9,2,2,22,22,eq,- 1.0,eq,10722,14,0,0,0,1,1,5,0,0,0,0,0,0,2,2,7,0,0,2,0,0,0,3,4,6,2,6,12,4,8,P & P SNOWDEN,5,G,Tom Sherry,,S8,B7,0.93,1.07,0.98,B,C,2,1,1,4,0,1,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,10/06/2023,39.0,39.5,01/09/2021,30.5,41.0,,,,43.0,11/10/23,39.5,10/06/23,49.5,04/03/22,49.5,04/03/22,38.0,17/05/23,1100 1200,0,0,3,0,1,2,43.0,43.0,11/10/2023,4,29.0,29.5,28/06/2023,9,39.0,39.5,10/06/2023,3,37.0,38.0,17/05/2023,10,43.5,49.5,04/03/2022,1,33.5,43.5,13/10/2021,5,35.0,45.5,19/09/2021,1,30.5,41.0,01/09/2021,4,,,,,,,,,,,,,,,,,,,16,47,267,51,100,481,0,0,0,35,95,355,234,459,1769,97,232,763,7,11,34,1200,1.3,58.0,1400,10.8,58.0,1200,2.9,54.0,1100,4.7,58.0,WFRM,BM-72,WFRM,BM-72,RAND,BM-78,WFRM,BM-72,WRITTEN TYCOON,VERGARA,SNIPPETSON,RANDWICK,,,17.00,4.50,21.00,10.00,,04/03/22,142,19/09/21,18,,,,,,,,,1,0,1,0,0,2,1,1,3,0,1,3,58.5,57.0,58.0,58.0,
RANDWICK INS,7,TAB (BM72),1250,"60,000",BM-72,Claim,05.50 pm,25/10/2023,6,'9x47,7,4,9,,ITHADTOBEZOU,6,57.5,4.00,100,100,11,2,2,18,18,up,+  .0,dn,9807,14,0,1,1,2,2,8,0,1,1,0,0,0,0,0,3,2,2,6,0,0,2,2,2,8,4,2,2,1,17,J P THOMPSON,4,M,B. Prebble,,M4,M4,0.99,1.03,0.83,A,B,3,1,0,3,1,1,3,0,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,24/02/2023,43.5,47.0,17/08/2022,30.5,38.5,,,,43.0,27/09/23,47.0,24/02/23,39.0,29/06/22,47.0,24/02/23,47.0,24/02/23,1200 1250,0,0,1,0,0,2,40.5,40.5,11/10/2023,7,42.5,43.0,27/09/2023,4,33.5,36.0,13/05/2023,9,37.5,40.5,01/04/2023,9,43.5,47.0,24/02/2023,2,37.5,41.5,10/02/2023,1,35.5,40.0,20/01/2023,1,12.5,20.5,31/08/2022,12,,,,,,,,,,,,,,,,,,,24,60,277,40,98,391,0,0,2,12,24,149,99,160,629,49,74,417,0,0,3,1400,4.0,60.0,1200,2.2,58.0,1100,5.9,53.0,1200,5.5,54.0,WFRM,FMB-72,ROSE,BM-72,SCON,3F-LR,RAND,3F-G3,ZOUSTAR,DEFINE,LONHRO,RANDWICK,39.0,29/06/22,9.00,9.00,15.00,26.00,,10/02/23,21,20/01/23,142,,,,,,,,,0,0,1,1,0,1,0,2,6,1,0,3,59.0,59.0,58.0,57.0,
RANDWICK INS,7,TAB (BM72),1250,"60,000",BM-72,Claim,05.50 pm,25/10/2023,7,'0185,5,8,1,0,PURE HYDROGEN,8,57.5,41.00,75,73,13,3,1,23,8,up,+  .5,dn,5640,40,0,0,2,0,0,4,0,0,1,0,0,0,2,1,10,1,0,1,0,0,2,11,10,7,11,14,14,,,J P THOMPSON,4,G,Tyler Schiller,,S9,B9,0.79,0.82,0.95,B,B,5,0,0,4,1,0,3,1,0,2,0,0,2,1,0,1,0,1,1,0,0,0,1,0,1,24/02/2023,38.5,42.0,,,,,,,45.0,12/08/23,45.5,10/03/23,34.5,20/07/22,36.0,29/07/23,40.0,23/01/23,1400 1600 (2),0,0,0,0,0,0,36.0,36.5,15/09/2023,5,29.5,30.5,24/08/2023,8,44.0,45.0,12/08/2023,1,34.5,36.0,29/07/2023,12,42.5,45.5,10/03/2023,3,38.5,42.0,24/02/2023,1,38.5,42.5,07/02/2023,5,35.5,40.0,23/01/2023,1,,,,,,,,,,,,,,,,,,,63,130,584,125,246,1045,0,0,0,12,24,149,99,160,629,49,74,417,2,6,23,1600,6.7,60.0,1600,11.0,60.0,1600,1.8,58.0,1300,5.2,55.0,NEWC,BM-68,GOSF,BM-68,KEMB,BM-68,RAND,3YB-72,EXOSPHERE,SAMRA,WILY TRADER,RANDWICK,34.5,20/07/22,16.00,2.70,4.20,51.00,,12/08/23,14,24/02/23,17,23/01/23,12,,,,,,,2,1,4,1,0,1,0,0,2,0,0,6,59.5,57.5,57.0,57.5,
RANDWICK INS,7,TAB (BM72),1250,"60,000",BM-72,Claim,05.50 pm,25/10/2023,8,'5427,7,2,4,5,DIAMOND MODEL,1,57.0,21.00,82,83,12,3,2,25,17,up,+  .0,eq,8333,28,0,0,0,0,0,2,0,0,0,0,0,0,0,2,6,2,0,4,1,0,2,8,7,5,7,11,11,,,M S MINERVINI,4,M,J. R. Collett,,G5,O5,0.99,0.84,0.97,A,E,6,2,1,4,1,0,3,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,47.5,22/06/23,45.0,03/02/23,43.5,05/09/22,42.0,27/09/23,47.5,22/06/23,1400 1429 1600,0,0,0,0,0,1,41.5,42.0,27/09/2023,7,44.0,45.0,16/08/2023,2,33.5,35.0,29/07/2023,4,44.5,46.0,12/07/2023,5,45.5,47.5,22/06/2023,1,36.5,39.5,01/03/2023,8,40.5,44.0,17/02/2023,4,41.0,45.0,03/02/2023,1,36.0,43.5,05/09/2022,,,,,,,,,,,,,,,,57,124,497,102,201,763,0,0,0,2,11,36,2,15,71,27,41,178,4,5,16,1300,3.9,59.5,1500,1.3,60.5,1600,5.0,58.0,1400,2.9,60.0,ROSE,FMB-72,SANL,FMB-64,MORP,3YB-64,SANL,FMB-70,AKEED MOFEED (GB),CAMINETTO,FASTNET ROCK,NEWCASTLE,,,9.00,4.00,2.80,11.00,,22/06/23,113,03/02/23,15,05/09/22,145,,,,,,,2,2,5,0,0,2,1,0,3,0,0,2,59.0,59.5,57.0,57.0,
