Meeting,Race Number,Race Name,Distance,Prize Money,Class,Apprentice Claim,Time,Date,Tab Number,Form,Last Finish pos,Last-1 Finish pos,Last-2 Finish pos,Last-3 Finish pos,Horse,BP,Weight,odds,Wrat,Trat,Starts,Wins,Places,win%,Place%,Class Change,Field Strength,Distance Change,Average Prizemoney,Days Since Last Start,Course Wins,Course Places,Course Starts,Distance Wins,Distance Places,Distance Starts,Course/Dist Wins,Course/Dist Places,Course/Dist Starts,Firm Wins,Firm Places,Firm Starts,Good Wins,Good Places,Good Starts,Soft Wins,Soft Places,Soft Starts,Heavy Wins,Heavy Places,Heavy Starts,Wizard Panel,Timeform Panel,Best Form Panel,Recent Form Panel,Distance Panel,Class Panel,Concensus Panel,Concensus Points,Trainer, age,sex,Jockey,Allowance,Espd,Pace,Impact Form,Impact Fit,Impact Dist,ATPG Age,ATPG Trainer,RFS,1Up Wins,1Up Places,1Up Starts,2Up Wins,2Up Places,2Up Starts,3Up Wins,3Up Places,3Up Starts,4Up Wins,4Up Places,4Up Starts,5Up Wins,5Up Places,5Up Starts,6Up Wins,6Up Places,6Up Starts,7+Up Wins,7+Up Places,7+Up Starts,Cur RFS Wins,Cur RFS Places,Cur RFS Starts,Cur RFS Date1,Cur RFS Base1,Cur RFS WFA1,Cur RFS Date2,Cur RFS Base2,Cur RFS WFA2,Cur RFS Date3,Cur RFS Base3,Cur RFS WFA3,Cur Peak,Cur Peak Date,Last Peak,Last Peak Date,Prev Peak,Prev Peak Date,Dist Peak,Dist Peak Date,Wet Peak,Wet Peak Date,Win Distances,Sim Company Wins,Sim Company Places,Sim Company Starts,Strong Company Wins,Strong Company Places,Strong Company Starts,Last Base Rating,Last WFA Rating,Last Date,Last Finish Pos,Last-1 Base Rating,Last-1 WFA Rating,Last-1 Date,Last-1 Finish Pos,Last-2 Base Rating,Last-2 WFA Rating,Last-2 Date,Last-2 Finish Pos,Last-3 Base Rating,Last-3 WFA Rating,Last-3 Date,Last-3 Finish Pos,Last-4 Base Rating,Last-4 WFA Rating,Last-4 Date,Last-4 Finish Pos,Last-5 Base Rating,Last-5 WFA Rating,Last-5 Date,Last-5 Finish Pos,Last-6 Base Rating,Last-6 WFA Rating,Last-6 Date,Last-6 Finish Pos,Last-7 Base Rating,Last-7 WFA Rating,Last-7 Date,Last-7 Finish Pos,Last Win Base Rating,Last Win WFA Rating,Last Win Date,Last Win-1 Base Rating,Last Win-1 WFA Rating,Last Win-1 Date,Last Win-2 Base Rating,Last Win-2 WFA Rating,Last Win-2 Date,Last Win-3 Base Rating,Last Win-3 WFA Rating,Last Win-3 Date,Last Win-4 Base Rating,Last Win-4 WFA Rating,Last Win-4 Date,Last Win-5 Base Rating,Last Win-5 WFA Rating,Last Win-5 Date,Joc Loc12m Wins,Joc Loc12m Places,Joc Loc12m Starts,Joc Ovrl12m Wins,Joc Ovrl12m Places,Joc Ovrl12m Starts,Joc/Horse Wins,Joc/Horse Places,Joc/Horse Starts,Trn Loc12m Wins,Trn Loc12m Places,Trn Loc12m Starts,Trn Loc5y Wins,Trn Loc5y Places,Trn Loc5y Starts,Trn Ovrl12m Wins,Trn Ovrl12m Places,Trn Ovrl12m Starts,Joc/Trn Wins,Joc/Trn Places,Joc/Trn Starts,Last Dist,Last Margin,Last Weight,Last-1 Dist,Last-1 Margin,Last-1 Weight,Last-2 Dist,Last-2 Margin,Last-2 Weight,Last-3 Dist,Last-3 Margin,Last-3 Weight,Last Crse,Last Class,Last-1 Crse,Last-1 Class,Last-2 Crse,Last-2 Class,Last-3 Crse,Last-3 Class,Sire,Dam,G Sire,Trainer Location,Course Peak,Course Peak Date,Last SP,Last-1 SP,Last-2 SP,Last-3 SP,Scratched,Last Win Date.1,Last Win Days,Last-1 Win Date,Last-1 WinDays,Last-2 Win Date,Last-2 Win Days,Last-3 Win Date,Last-3 WinDays,Last-4 Win Date,Last-4 Win Days,Last-5 Win Date,Last-5 WinDays,1Fav Wins,1Fav Places,1Fav Starts,2Fav Wins,2Fav Places,2Fav Starts,3-5Fav Wins,3-5Fav Places,3-5Fav Starts,6+Fav Wins,6+Fav Places,6+Fav Starts,Last-4 Weight,Last-5 Weight,Last-6 Weight,Last-7 Weight,Unnamed: 253
A PARK,8,ROTORUA CLUB (BM65) (SKY2),1400,"22,500",BM-65,Claim,02.14 pm,11/05/2019,11,'0755,5.0,5.0,7.0,0.0,EXCELSIOR ISLAND,,56.5,,,,16,2,1,13.0,6.0,,,,1110,8,0,0,0,2,0,5,0,0,0,0,0,0,2,1,13,0,0,3,0,0,0,13,13,5,10,12,5,,,M G FORBES,4,M,L. G. Innes,,G2,O4,0.94,1.01,1.10,na,A,9.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,38.0,20/02/19,34.5,09/06/18,39.5,06/02/18,39.5,06/02/18,37.0,21/02/18,1300 1400,0.0,0.0,1.0,1.0,1.0,12.0,32.0,32.0,03/05/2019,5.0,31.5,31.5,20/04/2019,5.0,29.0,29.0,06/04/2019,7.0,12.5,13.0,16/03/2019,11.0,37.5,38.0,20/02/2019,2.0,33.5,34.5,06/02/2019,5.0,31.5,32.5,18/01/2019,4.0,35.5,36.5,02/01/2019,1.0,33.5,39.5,06/02/2018,,,,,,,,,,,,,,,,11,25,118,54,80,360,0,0,0,1,3,20,10,15,76,3,7,62,0,0,3,1600.0,3.4,56.5,1600.0,4.0,56.5,1400.0,6.9,54.5,1600.0,24.4,55.0,PUK ,BM-65,ELLS,BM-65,TE A,BM-72,TRE ,FM-GP3,EXCEED AND EXCEL,RATHLIN ISLAND,GIANT'S CAUSEWAY (USA),CAMBRIDGE,,,4NZ,11NZ,10NZ,11NZ,Scratched,02/01/19,186,06/02/18,25,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,0.0,11.0,59.0,57.5,57.0,55.0,
A PARK,8,ROTORUA CLUB (BM65) (SKY2),1400,"22,500",BM-65,Claim,02.14 pm,11/05/2019,12,'x710,0.0,1.0,7.0,,RED SENNA,,56.5,,,,6,1,0,17.0,0.0,,,,1125,16,0,0,0,1,0,3,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,5,5,15,8,17,8,,,S B MARSH,4,M,C. J. Grylls,,G4,M6,0.64,0.84,1.46,na,A,4.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,34.0,07/04/19,33.0,10/11/18,38.5,09/04/17,34.0,07/04/19,,,1400,0.0,0.0,0.0,0.0,0.0,2.0,25.5,25.5,25/04/2019,13.0,34.0,34.0,07/04/2019,1.0,26.0,26.5,15/03/2019,7.0,31.0,33.0,10/11/2018,5.0,28.5,30.5,26/10/2018,8.0,24.5,38.5,09/04/2017,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12,15,78,30,49,240,0,0,0,31,53,256,125,159,756,97,161,721,8,5,31,1400.0,8.5,57.0,1400.0,0.5,56.5,1200.0,5.2,56.5,1400.0,1.9,56.5,AVD ,BM-65,PUK ,3Y+MSW,TE A,3Y+MSW,TE R,3Y+MSW,MORE THAN READY (USA),LA FERRAND,CHOISIR,CAMBRIDGE,,,5NZ,9NZ,2NZ,8NZ,Scratched,07/04/19,23,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,56.5,55.0,,,
A PARK,8,ROTORUA CLUB (BM65) (SKY2),1400,"22,500",BM-65,Claim,02.14 pm,11/05/2019,13,'19x0,0.0,9.0,1.0,,BANGLES,12.0,56.0,81.0,61.0,57.0,6,1,1,17.0,17.0,eq,- 5.0,up,1208,24,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,0,1,1,0,0,2,18,18,18,16,16,9,,,J C COLLETT,4,M,B. R. Jones,,G3,O3,0.83,na,0.88,na,A,2.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20/10/2018,35.0,37.0,30/05/2018,15.0,19.5,,,,15.0,17/04/19,37.0,20/10/18,35.0,02/05/18,22.0,15/06/18,35.0,02/05/18,1200,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,17/04/2019,12.0,35.0,37.0,20/10/2018,9.0,34.5,37.0,21/09/2018,1.0,18.0,22.0,15/06/2018,8.0,15.0,19.5,30/05/2018,12.0,30.5,35.0,02/05/2018,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,40,10,22,137,1,1,6,2,2,25,21,37,173,9,8,68,3,3,19,1200.0,17.4,57.0,1215.0,3.2,59.0,1200.0,0.1,56.5,1400.0,11.0,57.5,MAT ,BM-65,ARP ,FMB-65,TAUP,3Y+MSW,TET ,FM-MDN,AZAMOUR (IRE),MERENGUE (NZ),SENOR PETE (USA),MATAMATA,37.0,20/10/18,7NZ,9NZ,8NZ,9NZ,,21/09/18,98,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,56.5,56.5,,,
A PARK,8,ROTORUA CLUB (BM65) (SKY2),1400,"22,500",BM-65,Claim,02.14 pm,11/05/2019,14,'1772,2.0,7.0,7.0,1.0,BIRDIE BLITZ,4.0,56.0,8.0,85.0,86.0,19,1,7,5.0,37.0,eq,- 3.0,eq,1079,29,0,1,1,0,5,9,0,1,1,0,0,0,1,4,14,0,3,4,0,0,1,8,9,11,5,8,1,3.0,5.0,MS M & K MURDOCH,4,M,L. H. Satherley,,F1,F1,1.45,1.45,1.46,na,A,11.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,,,,,,,,,,35.0,12/04/19,35.0,20/04/18,34.5,04/10/17,35.0,12/04/19,35.0,12/04/19,1600,0.0,1.0,1.0,0.0,0.0,2.0,35.0,35.0,12/04/2019,2.0,32.0,32.5,30/03/2019,7.0,27.5,28.0,09/03/2019,7.0,32.5,33.5,13/02/2019,1.0,29.5,30.5,23/01/2019,4.0,27.0,28.0,02/01/2019,5.0,33.0,34.5,25/11/2018,4.0,31.5,33.5,07/11/2018,5.0,,,,,,,,,,,,,,,,,,,11,17,126,17,41,367,0,0,4,4,8,52,11,18,124,13,28,156,0,0,4,1400.0,0.4,55.5,1600.0,2.7,56.0,1600.0,5.5,56.0,1600.0,0.1,56.5,ARP ,BM-65,AWAP,BM-65,ELLS,SC-MDN,TE A,3Y+MDN,FULLY FLEDGED (NZ),SIMFINNARLEY,LION HEART (USA),PUKEKOHE PARK,35.0,12/04/19,2NZ,6NZ,6NZ,3NZ,,13/02/19,21,,,,,,,,,,,0.0,1.0,2.0,0.0,4.0,9.0,1.0,1.0,4.0,0.0,1.0,4.0,56.5,56.5,57.5,57.5,
A PARK,8,ROTORUA CLUB (BM65) (SKY2),1400,"22,500",BM-65,Claim,02.14 pm,11/05/2019,15,'x190,0.0,9.0,1.0,,RUNNING MAN,2.0,57.5,31.0,69.0,75.0,9,1,2,11.0,22.0,eq,- 3.0,eq,1164,16,0,0,0,0,0,2,0,0,0,0,0,0,1,2,9,0,0,0,0,0,0,14,14,9,3,7,17,,,S J MCKEE,4,G,S. C. Spratt,,S11,M6,0.73,0.85,1.02,A,B,4.0,1.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,36.5,30/03/19,31.5,18/12/18,35.5,16/05/18,36.5,30/03/19,,,1200,0.0,0.0,0.0,0.0,0.0,2.0,17.5,17.5,25/04/2019,15.0,36.0,36.5,30/03/2019,9.0,34.5,35.0,15/03/2019,1.0,30.0,31.5,18/12/2018,4.0,27.0,28.5,05/12/2018,4.0,29.0,31.0,07/11/2018,2.0,31.0,35.5,16/05/2018,3.0,19.5,27.5,06/12/2017,7.0,,,,,,,,,,,,,,,,,,,13,25,139,50,98,582,1,0,5,6,15,75,37,57,318,25,58,312,10,28,116,1400.0,13.6,58.0,1400.0,1.7,58.5,1200.0,1.8,58.5,1200.0,2.9,58.5,AVD ,BM-65,ELLS,BM-65,TE A,3Y+MSW,RKA ,3Y+MDN,DARCI BRAHMA (NZ),STATE CIRCUS (GB),DR FONG (USA),ARDMORE,,,5NZ,5NZ,3NZ,4NZ,,15/03/19,87,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,58.5,58.5,58.5,55.0,
A PARK,8,ROTORUA CLUB (BM65) (SKY2),1400,"22,500",BM-65,Claim,02.14 pm,11/05/2019,16,'x6x3,3.0,6.0,,,PLEEZE BEE,6.0,55.5,8.5,82.0,89.0,6,1,1,17.0,17.0,dn,- 4.0,eq,1604,19,1,1,4,1,1,5,1,1,4,0,0,0,1,0,4,0,0,0,0,1,2,9,6,19,13,9,12,,,MS K MCQUADE,4,M,C. M. Burdan,a4.0,S7,B7,0.58,0.84,1.46,na,B,2.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21/04/2018,32.0,36.5,27/12/2017,28.5,36.0,,,,27.0,22/04/19,28.5,22/10/18,37.5,02/04/18,37.5,02/04/18,36.5,21/04/18,1400,0.0,0.0,1.0,0.0,1.0,3.0,27.0,27.0,22/04/2019,3.0,26.5,28.5,22/10/2018,6.0,32.0,36.5,21/04/2018,6.0,32.5,37.5,02/04/2018,4.0,28.5,36.0,27/12/2017,6.0,35.0,43.5,29/11/2017,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,15,6,4,29,0,1,1,2,3,15,13,26,107,3,4,26,0,1,1,1400.0,5.3,51.5,1600.0,8.7,57.0,1400.0,6.6,55.5,1400.0,4.0,56.0,ARP ,BM-82,TE R,BM-65,PUK ,3Y-SWP,ARP ,BM-65,SUFFICIENT (NZ),SHELLY BEE (NZ),PENTIRE (GB),MATAMATA,37.5,02/04/18,6NZ,5NZ,6NZ,5NZ,,29/11/17,frs,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,57.5,55.0,,,
A PARK,8,ROTORUA CLUB (BM65) (SKY2),1400,"22,500",BM-65,Claim,02.14 pm,11/05/2019,17,'56x0,0.0,6.0,5.0,,DUDEWITHATTITUDE,1.0,57.5,126.0,57.0,56.0,14,1,1,7.0,7.0,eq,- 5.0,up,586,24,0,0,0,0,0,5,0,0,0,0,0,0,1,0,9,0,0,2,0,1,3,19,19,10,17,14,16,,,J C PENDER,5,G,,,G5,M6,0.30,1.12,0.79,A,D,2.0,1.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,02/01/2019,31.0,31.0,15/07/2017,9.5,14.0,09/12/2016,25.0,34.0,14.5,17/04/19,33.0,14/12/18,11.0,12/01/18,31.0,02/01/19,,,1200,0.0,0.0,0.0,0.0,0.0,3.0,14.5,14.5,17/04/2019,10.0,28.5,28.5,18/01/2019,6.0,31.0,31.0,02/01/2019,5.0,33.0,33.0,14/12/2018,1.0,9.0,11.0,12/01/2018,12.0,9.5,13.5,23/08/2017,11.0,23.0,27.0,02/08/2017,6.0,9.5,14.0,15/07/2017,12.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,7,31,15,38,263,2,11,66,0,0,0,1200.0,16.2,58.5,1200.0,3.8,55.5,1300.0,4.0,58.5,1200.0,0.1,58.5,MAT ,BM-65,TAUR,BM-65,TAUR,BM-65,TAUR,3Y+MSW,RIOS (NZ),ANGELWITHATTITUDE (NZ),THORN PARK,TAURANGA,,,10NZ,7NZ,5NZ,3NZ,,14/12/18,336,,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,5.0,0.0,0.0,4.0,58.5,58.5,58.5,58.5,
A PARK,8,ROTORUA CLUB (BM65) (SKY2),1400,"22,500",BM-65,Claim,02.14 pm,11/05/2019,18,'66x0,0.0,6.0,6.0,,ESTEFANIA,,55.5,,,,10,1,2,10.0,20.0,,,,850,2,1,0,1,1,1,7,1,0,1,0,0,0,0,1,6,1,1,4,0,0,0,17,17,20,15,19,20,,,R C MCKENZIE,4,M,,,M4,M4,0.52,0.58,1.46,na,na,2.0,0.0,1.0,4.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,30/11/2018,27.0,28.5,13/04/2018,31.0,36.0,12/11/2017,11.0,19.5,28.5,09/05/19,29.0,11/11/18,36.5,03/05/18,36.5,03/05/18,36.5,03/05/18,1400,0.0,0.0,0.0,0.0,1.0,6.0,28.5,28.5,09/05/2019,10.0,23.5,24.5,02/01/2019,6.0,16.0,17.5,12/12/2018,6.0,27.0,28.5,30/11/2018,10.0,27.0,29.0,11/11/2018,5.0,32.0,36.5,03/05/2018,3.0,31.0,36.0,13/04/2018,1.0,22.0,27.0,29/03/2018,3.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3,1,0,5,0,0,9,0,0,0,1400.0,5.3,54.5,1600.0,8.1,53.0,1400.0,13.0,53.5,1400.0,8.2,57.5,WDVL,BM-65,THK ,BM-65,HAST,BM-65,OTK ,BM-65,DARCI BRAHMA (NZ),ZINO BELLE (NZ),SUCCESS EXPRESS (USA),HASTINGS,36.0,13/04/18,13NZ,7NZ,6NZ,10NZ,Scratched,13/04/18,15,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,9.0,55.0,53.0,53.0,52.0,
A PARK,8,ROTORUA CLUB (BM65) (SKY2),1400,"22,500",BM-65,Claim,02.14 pm,11/05/2019,19,'590x,0.0,9.0,5.0,,INVERNESS,7.0,55.5,161.0,54.0,55.0,14,1,1,7.0,7.0,dn,- 3.0,dn,643,294,0,0,1,0,1,6,0,0,1,0,0,0,0,0,6,0,1,5,1,0,3,20,20,17,0,20,18,,,K HINTON,6,M,,,S7,M5,0.74,na,1.10,na,na,1.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,20/04/2018,24.5,24.5,20/09/2017,23.0,23.0,27/11/2016,26.0,28.5,,,30.0,07/06/18,30.5,11/10/17,30.5,11/10/17,30.5,11/10/17,1600,0.0,0.0,0.0,0.0,0.0,3.0,20.0,20.0,21/07/2018,10.0,21.0,21.0,07/07/2018,9.0,17.5,17.5,24/06/2018,5.0,30.0,30.0,07/06/2018,1.0,22.0,22.0,24/05/2018,6.0,17.0,17.0,09/05/2018,8.0,24.5,24.5,20/04/2018,4.0,13.0,13.0,15/12/2017,10.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,5,0,0,0,1800.0,11.0,56.0,1600.0,9.6,51.0,1600.0,11.0,53.5,1600.0,1.8,53.5,NWPL,SC-MDN,TE R,FMB-75,TE A,BM-65,NWPL,3Y+MSW,MASTERCRAFTSMAN (IRE),BLONDE AMBITION (NZ),THORN PARK,TE AWAMUTU,25.5,29/11/17,8NZ,9NZ,4NZ,8NZ,,07/06/18,14,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,1.0,0.0,6.0,52.5,53.5,53.5,57.5,
A PARK,8,ROTORUA CLUB (BM65) (SKY2),1400,"22,500",BM-65,Claim,02.14 pm,11/05/2019,20,'6007,7.0,0.0,0.0,6.0,ENDEAN EXPRESS,3.0,55.5,61.0,65.0,60.0,27,2,7,7.0,26.0,dn,- 4.0,eq,1160,19,1,2,7,1,3,11,0,2,4,0,0,0,1,6,21,1,1,5,0,0,1,16,16,7,14,6,10,,,I B KENNEDY,6,M,,,G3,M4,0.81,0.84,1.46,na,D,12.0,0.0,2.0,5.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,,,,,,,,,,37.0,17/10/18,45.0,24/02/18,34.5,29/11/17,37.0,17/10/18,33.5,28/11/18,1215 1400,2.0,0.0,2.0,0.0,5.0,22.0,24.5,24.5,22/04/2019,7.0,24.0,24.0,05/04/2019,10.0,23.0,23.0,13/02/2019,11.0,29.5,29.5,03/02/2019,6.0,36.0,36.0,16/01/2019,2.0,35.5,35.5,27/12/2018,3.0,24.5,24.5,14/12/2018,8.0,33.5,33.5,28/11/2018,6.0,39.0,40.0,03/05/2017,33.5,35.5,18/01/2017,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,6,29,8,24,104,2,9,45,0,0,0,1400.0,8.6,56.0,1200.0,7.0,53.5,1600.0,10.0,57.5,1400.0,4.5,51.5,ARP ,BM-82,AWAP,BM-65,TE A,BM-65,MAT ,BM-72,FAST 'N' FAMOUS,PRECIOUS MAREE (NZ),AL AKBAR,ROTORUA,36.5,02/04/18,5NZ,7NZ,9NZ,5NZ,,03/05/17,18,18/01/17,5,,,,,,,,,0.0,1.0,3.0,0.0,0.0,4.0,1.0,4.0,8.0,1.0,2.0,12.0,53.0,59.5,54.5,55.5,
A PARK,1,WAITOMO FUELS MAIDEN HWT,1950,"10,000",3Y+MSW,Claim,09.40 am,12/04/2019,1,'x452,2.0,5.0,4.0,,THOMAS AQUINAS,10.0,68.0,4.2,100.0,99.0,13,0,6,0.0,46.0,eq,-11.5,dn,3769,21,0,0,0,0,1,2,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,1,2,2,1,2,1,1.0,15.0,M BAKER & A FORSMAN,3,G,J. K. Riddell,,G3,M4,1.52,1.19,0.99,A,A,4.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,06/11/2018,18.0,21.5,31/03/2018,22.5,32.0,,,,20.5,22/03/19,27.5,06/10/18,37.0,27/01/18,20.5,22/03/19,,,,0.0,0.0,0.0,0.0,6.0,13.0,20.5,20.5,22/03/2019,2.0,18.5,18.5,13/03/2019,5.0,18.5,19.0,28/02/2019,4.0,14.0,16.5,16/12/2018,14.0,17.5,21.0,25/11/2018,2.0,18.0,21.5,06/11/2018,5.0,18.5,22.5,22/10/2018,2.0,23.5,27.5,06/10/2018,9.0,,,,,,,,,,,,,,,,,,,26,36,172,56,91,417,0,1,4,58,85,339,162,208,831,141,209,828,29,33,129,2100.0,0.8,58.0,1600.0,1.9,58.0,1400.0,2.5,58.0,2100.0,9.9,56.5,AVD ,3Y+MSW,MAT ,3Y+MDN,PUK ,3Y+MSW,ELLS,3YO-LR,JAKKALBERRY (IRE),TRUE STAR (NZ),ISHIGURU (USA),CAMBRIDGE,,,1NZ,NZ,1NZ,4NZ,,,,,,,,,,,,,,0.0,3.0,5.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,3.0,57.5,57.0,56.0,56.5,
A PARK,1,WAITOMO FUELS MAIDEN HWT,1950,"10,000",3Y+MSW,Claim,09.40 am,12/04/2019,2,'620x,0.0,2.0,6.0,,BURDOCVELVETPRINCE,1.0,68.0,13.0,82.0,85.0,5,0,1,0.0,20.0,eq,-11.5,dn,400,177,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,7,6,10,0,8,10,,,T R GILLIES,5,G,M. J. Roustoby,,G4,M7,0.94,na,1.18,C,A,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25/07/2018,7.0,7.5,,,,,,,,,14.0,12/09/18,,,14.0,12/09/18,14.0,12/09/18,,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,17/10/2018,13.0,10.5,10.5,30/09/2018,2.0,14.0,14.0,12/09/2018,6.0,-2.0,-2.0,29/08/2018,11.0,7.0,7.5,25/07/2018,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,18,2,7,43,0,0,0,0,1,4,5,8,48,1,5,22,0,0,0,2200.0,14.0,58.5,2200.0,6.0,68.0,2000.0,6.8,58.5,2000.0,27.0,55.5,TE A,MAIDEN,TE A,3Y+MSW,MAT ,3Y+MDN,MAT ,MAIDEN,LUCKY UNICORN,DEEBEE JEAN (NZ),MAROOF (USA),MATAMATA,,,12NZ,6NZ,8NZ,10NZ,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,55.5,,,,
A PARK,1,WAITOMO FUELS MAIDEN HWT,1950,"10,000",3Y+MSW,Claim,09.40 am,12/04/2019,3,'620x,0.0,2.0,6.0,,DANGERMAN,2.0,68.0,8.5,87.0,95.0,9,0,2,0.0,22.0,eq,-15.0,dn,333,79,0,0,0,0,2,5,0,0,0,0,0,0,0,2,6,0,0,1,0,0,2,5,5,1,0,1,4,3.0,6.0,R R MANNING,4,G,R. T. Elliot,a0.0,G2,M7,1.15,na,1.18,C,B,1.0,0.0,1.0,4.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,27/12/2018,15.0,16.5,01/08/2018,0.0,3.0,31/12/2017,16.5,24.0,,,25.0,05/01/19,6.5,18/08/18,25.0,05/01/19,6.5,18/08/18,,0.0,0.0,0.0,0.0,2.0,9.0,0.5,1.5,23/01/2019,13.0,24.0,25.0,05/01/2019,2.0,15.0,16.5,27/12/2018,6.0,-3.0,-0.5,21/09/2018,13.0,3.5,6.5,18/08/2018,11.0,0.0,3.0,01/08/2018,11.0,0.5,6.0,18/02/2018,11.0,16.5,24.0,31/12/2017,3.0,,,,,,,,,,,,,,,,,,,21,52,207,53,121,594,0,0,0,9,8,72,36,63,342,19,33,234,0,0,4,2200.0,26.0,58.5,2100.0,0.2,58.5,1800.0,6.1,58.5,1800.0,24.0,54.5,AVD ,3Y+MDN,RKA ,3Y+MDN,NWPL,3Y+MDN,TAUP,3Y+MSW,ZED (NZ),PISTOL PACKIN MAMA (NZ),DUELLED,CAMBRIDGE,,,6NZ,8NZ,6NZ,13NZ,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,5.0,58.5,58.5,58.0,57.0,
