Meeting,Race Number,Race Name,Distance,Prize Money,Class,Apprentice Claim,Time,Date,Tab Number,Form,Last Finish pos,Last-1 Finish pos,Last-2 Finish pos,Last-3 Finish pos,Horse,BP,Weight,odds,Wrat,Trat,Starts,Wins,Places,win%,Place%,Class Change,Field Strength,Distance Change,Average Prizemoney,Days Since Last Start,Course Wins,Course Places,Course Starts,Distance Wins,Distance Places,Distance Starts,Course/Dist Wins,Course/Dist Places,Course/Dist Starts,Firm Wins,Firm Places,Firm Starts,Good Wins,Good Places,Good Starts,Soft Wins,Soft Places,Soft Starts,Heavy Wins,Heavy Places,Heavy Starts,Wizard Panel,Timeform Panel,Best Form Panel,Recent Form Panel,Distance Panel,Class Panel,Concensus Panel,Concensus Points,Trainer, age,sex,Jockey,Allowance,Espd,Pace,Impact Form,Impact Fit,Impact Dist,ATPG Age,ATPG Trainer,RFS,1Up Wins,1Up Places,1Up Starts,2Up Wins,2Up Places,2Up Starts,3Up Wins,3Up Places,3Up Starts,4Up Wins,4Up Places,4Up Starts,5Up Wins,5Up Places,5Up Starts,6Up Wins,6Up Places,6Up Starts,7+Up Wins,7+Up Places,7+Up Starts,Cur RFS Wins,Cur RFS Places,Cur RFS Starts,Cur RFS Date1,Cur RFS Base1,Cur RFS WFA1,Cur RFS Date2,Cur RFS Base2,Cur RFS WFA2,Cur RFS Date3,Cur RFS Base3,Cur RFS WFA3,Cur Peak,Cur Peak Date,Last Peak,Last Peak Date,Prev Peak,Prev Peak Date,Dist Peak,Dist Peak Date,Wet Peak,Wet Peak Date,Win Distances,Sim Company Wins,Sim Company Places,Sim Company Starts,Strong Company Wins,Strong Company Places,Strong Company Starts,Last Base Rating,Last WFA Rating,Last Date,Last Finish Pos,Last-1 Base Rating,Last-1 WFA Rating,Last-1 Date,Last-1 Finish Pos,Last-2 Base Rating,Last-2 WFA Rating,Last-2 Date,Last-2 Finish Pos,Last-3 Base Rating,Last-3 WFA Rating,Last-3 Date,Last-3 Finish Pos,Last-4 Base Rating,Last-4 WFA Rating,Last-4 Date,Last-4 Finish Pos,Last-5 Base Rating,Last-5 WFA Rating,Last-5 Date,Last-5 Finish Pos,Last-6 Base Rating,Last-6 WFA Rating,Last-6 Date,Last-6 Finish Pos,Last-7 Base Rating,Last-7 WFA Rating,Last-7 Date,Last-7 Finish Pos,Last Win Base Rating,Last Win WFA Rating,Last Win Date,Last Win-1 Base Rating,Last Win-1 WFA Rating,Last Win-1 Date,Last Win-2 Base Rating,Last Win-2 WFA Rating,Last Win-2 Date,Last Win-3 Base Rating,Last Win-3 WFA Rating,Last Win-3 Date,Last Win-4 Base Rating,Last Win-4 WFA Rating,Last Win-4 Date,Last Win-5 Base Rating,Last Win-5 WFA Rating,Last Win-5 Date,Joc Loc12m Wins,Joc Loc12m Places,Joc Loc12m Starts,Joc Ovrl12m Wins,Joc Ovrl12m Places,Joc Ovrl12m Starts,Joc/Horse Wins,Joc/Horse Places,Joc/Horse Starts,Trn Loc12m Wins,Trn Loc12m Places,Trn Loc12m Starts,Trn Loc5y Wins,Trn Loc5y Places,Trn Loc5y Starts,Trn Ovrl12m Wins,Trn Ovrl12m Places,Trn Ovrl12m Starts,Joc/Trn Wins,Joc/Trn Places,Joc/Trn Starts,Last Dist,Last Margin,Last Weight,Last-1 Dist,Last-1 Margin,Last-1 Weight,Last-2 Dist,Last-2 Margin,Last-2 Weight,Last-3 Dist,Last-3 Margin,Last-3 Weight,Last Crse,Last Class,Last-1 Crse,Last-1 Class,Last-2 Crse,Last-2 Class,Last-3 Crse,Last-3 Class,Sire,Dam,G Sire,Trainer Location,Course Peak,Course Peak Date,Last SP,Last-1 SP,Last-2 SP,Last-3 SP,Scratched,Last Win Date.1,Last Win Days,Last-1 Win Date,Last-1 WinDays,Last-2 Win Date,Last-2 Win Days,Last-3 Win Date,Last-3 WinDays,Last-4 Win Date,Last-4 Win Days,Last-5 Win Date,Last-5 WinDays,1Fav Wins,1Fav Places,1Fav Starts,2Fav Wins,2Fav Places,2Fav Starts,3-5Fav Wins,3-5Fav Places,3-5Fav Starts,6+Fav Wins,6+Fav Places,6+Fav Starts,Last-4 Weight,Last-5 Weight,Last-6 Weight,Last-7 Weight,Unnamed: 253
A PARK,2,VAN DYKS FURNISHERS MAIDEN,1230,"10,000",3Y+MDN,Claim,11.15 am,16/01/2019,5,'5x0x,0.0,5.0,,,CASSIUS CLAY,4.0,57.0,34.0,65.0,70.0,7,0,0,0.0,0.0,eq,- 2.0,eq,354,147,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,9,9,9,0,5,11,,,P N MCKAY,3,G,S. M. Mc Kay,,G4,O3,0.61,0.97,0.99,A,B,1.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22/08/2018,22.0,25.5,14/04/2018,11.0,18.5,23/12/2017,31.5,41.5,,,25.5,22/08/18,31.5,28/04/18,31.5,28/04/18,25.5,22/08/18,,0.0,0.0,0.0,0.0,0.0,7.0,22.0,25.5,22/08/2018,12.0,24.5,31.5,28/04/2018,5.0,11.0,18.5,14/04/2018,11.0,10.5,20.0,14/01/2018,7.0,31.5,41.5,23/12/2017,4.0,22.5,34.5,18/10/2017,4.0,13.5,26.0,04/10/2017,4.0,,,,,,,,,,,,,,,,,,,,,,,15,41,234,37,94,586,0,0,6,7,15,53,27,50,225,12,33,120,10,27,74,1300.0,7.5,56.0,1200.0,2.5,57.5,1300.0,22.0,57.0,1200.0,20.0,56.5,TAUP,3Y+MSW,HAST,2Y-MSW,HAST,2Y-SWP,ELLS,2Y-SWP,BERNARDINI (USA),ALMROSE (IRE),HOLY ROMAN EMPEROR (IRE),MATAMATA,,,7NZ,10NZ,12NZ,7NZ,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,57.0,57.0,57.5,,
A PARK,2,VAN DYKS FURNISHERS MAIDEN,1230,"10,000",3Y+MDN,Claim,11.15 am,16/01/2019,6,',,,,,TARWYN,9.0,57.0,,0.0,0.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,MS K D NICHOLSON,3,G,T. N. Harris,,na,na,na,na,na,A,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,16,78,24,45,186,0,0,0,1,0,13,3,3,32,3,4,31,0,0,1,,,,,,,,,,,,,,,,,,,,,ECHOES OF HEAVEN,GINGER GEM (NZ),DANSEUR ETOILE (FR),TE AWAMUTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A PARK,2,VAN DYKS FURNISHERS MAIDEN,1230,"10,000",3Y+MDN,Claim,11.15 am,16/01/2019,7,'437x,7.0,3.0,4.0,,CHOULEE,6.0,56.5,26.0,71.0,71.0,12,0,5,0.0,42.0,eq,- 2.0,eq,667,157,0,1,1,0,4,8,0,0,0,0,0,0,0,4,9,0,1,1,0,0,2,8,8,7,0,7,5,,,C R MCCARROLL,5,M,,,M5,M5,0.92,0.85,0.97,D,A,1.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,17/06/2018,20.5,21.0,08/11/2017,32.0,35.0,18/06/2017,15.5,20.5,,,30.0,14/07/18,35.0,08/11/17,35.0,08/11/17,35.0,08/11/17,,0.0,1.0,1.0,0.0,4.0,11.0,29.5,29.5,12/08/2018,7.0,29.5,30.0,14/07/2018,3.0,20.5,21.0,17/06/2018,4.0,25.0,26.0,11/04/2018,3.0,20.0,21.5,16/03/2018,10.0,28.0,30.0,06/02/2018,10.0,31.5,33.5,17/01/2018,3.0,30.0,32.5,30/12/2017,4.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4,7,20,13,16,80,5,13,34,0,0,0,1200.0,3.1,56.5,1200.0,0.5,54.5,1150.0,6.9,56.5,1150.0,4.5,56.5,RKA ,3Y+MSW,RKA ,3Y+MDN,TAW ,3Y+MSW,TAW ,3Y+MDN,JIMMY CHOUX (NZ),CAPPY RIX (NZ),SPARTACUS (IRE),CAMBRIDGE,33.5,17/01/18,2NZ,5NZ,3NZ,4NZ,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,7.0,0.0,2.0,2.0,56.5,56.5,56.5,56.5,
A PARK,2,VAN DYKS FURNISHERS MAIDEN,1230,"10,000",3Y+MDN,Claim,11.15 am,16/01/2019,8,'x227,7.0,2.0,2.0,,SALT BAY,3.0,56.5,7.0,92.0,97.0,9,0,3,0.0,33.0,eq,-  .5,dn,728,33,0,1,2,0,3,6,0,1,2,0,0,0,0,2,6,0,1,3,0,0,0,3,3,2,1,1,3,2.0,12.0,M MORONEY & P GERARD,4,M,Jake Bayliss,,G3,O4,1.05,0.96,1.04,D,D,4.0,0.0,1.0,3.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16/06/2018,31.0,34.0,,,,,,,34.0,03/11/18,36.5,26/04/18,28.5,01/11/17,36.5,26/04/18,34.0,13/04/18,,0.0,1.0,2.0,0.0,2.0,7.0,24.5,25.0,14/12/2018,7.0,33.0,33.5,28/11/2018,2.0,33.0,34.0,03/11/2018,2.0,31.0,34.0,16/06/2018,6.0,24.5,28.0,24/05/2018,5.0,33.0,36.5,26/04/2018,2.0,30.0,34.0,13/04/2018,5.0,21.0,28.5,01/11/2017,9.0,,,,,,,,,,,,,,,,,,,12,29,134,39,91,481,0,3,4,6,24,92,18,51,195,21,48,242,10,17,87,1400.0,5.9,57.5,1215.0,1.8,57.5,1200.0,1.5,56.5,1400.0,0.9,56.5,TAUR,FM-MSW,ARP ,FM-MDN,TAUR,3Y+MSW,RKA ,3Y+MSW,REDWOOD (GB),MARSH HARBOUR (NZ),VOLKSRAAD (GB),MATMAMATA,34.0,13/04/18,1NZ,2NZ,4NZ,6NZ,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,55.5,55.5,57.0,55.5,
A PARK,2,VAN DYKS FURNISHERS MAIDEN,1230,"10,000",3Y+MDN,Claim,11.15 am,16/01/2019,9,'  33,3.0,3.0,,,RAZ,8.0,56.5,4.5,97.0,100.0,2,0,2,0.0,100.0,eq,-  .5,eq,925,18,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,1,6,3,4,2,3.0,8.0,J W BELL,4,M,J. L. Waddell,,S8,M6,1.23,1.12,1.01,D,C,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,32.5,16/12/18,,,,,32.5,16/12/18,,,,0.0,0.0,0.0,0.0,2.0,2.0,31.5,32.0,29/12/2018,3.0,32.0,32.5,16/12/2018,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,28,88,48,96,312,0,0,0,8,14,54,18,41,156,17,25,122,2,2,9,1200.0,0.6,56.5,1200.0,0.4,56.5,,,,,,,MAT ,3Y+MDN,ELLS,3Y+MSW,,,,,SUPER EASY (NZ),SHEZA RASCAL (NZ),DEPUTY GOVERNOR (USA),CAMBRIDGE,,,3NZ,5NZ,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,,,
A PARK,2,VAN DYKS FURNISHERS MAIDEN,1230,"10,000",3Y+MDN,Claim,11.15 am,16/01/2019,10,'x08x,8.0,0.0,,,PIMMS 'N' PEARLS,,56.5,,,,3,0,0,0.0,0.0,,,,0,271,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,10,10,10,0,10,0,,,C R MCCARROLL,4,M,T. Yanagida,a3.0,S8,M8,0.65,0.80,0.97,D,A,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28/03/2018,12.0,16.0,09/02/2017,10.5,25.0,,,,,,16.0,28/03/18,25.0,09/02/17,16.0,28/03/18,14.0,20/04/18,,0.0,0.0,0.0,0.0,0.0,3.0,10.5,14.0,20/04/2018,8.0,12.0,16.0,28/03/2018,10.0,10.5,25.0,09/02/2017,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,17,67,25,53,230,0,0,0,4,7,20,13,16,80,5,13,34,1,2,4,1400.0,20.0,55.5,1200.0,16.0,55.5,1000.0,29.0,55.5,,,,TE A,3Y-MSW,MAT ,3Y-MSW,TE A,2Y-MDN,,,RIOS (NZ),MUMS APPARITION,BEL ESPRIT,CAMBRIDGE,,,9NZ,7NZ,3NZ,,Scratched,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,
A PARK,2,VAN DYKS FURNISHERS MAIDEN,1230,"10,000",3Y+MDN,Claim,11.15 am,16/01/2019,11,'23x2,2.0,3.0,2.0,,SPIRIT OF GALWAY,7.0,55.0,4.0,100.0,98.0,4,0,3,0.0,75.0,eq,- 2.0,up,1375,17,0,0,0,0,1,2,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,2,4,2,2,1,1.0,13.0,J W RICHARDS,3,F,M. Cameron,,S7,M7,1.38,1.15,0.94,B,A,2.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10/10/2018,31.5,34.0,,,,,,,34.5,30/12/18,34.0,10/10/18,27.0,14/03/18,34.0,10/10/18,,,,0.0,0.0,0.0,0.0,3.0,4.0,33.5,34.5,30/12/2018,2.0,31.5,34.0,10/10/2018,3.0,30.5,33.5,21/09/2018,2.0,18.5,27.0,14/03/2018,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,46,203,95,172,683,0,0,0,19,18,70,19,17,67,56,70,253,2,6,10,1000.0,0.2,55.0,1200.0,1.4,54.5,1000.0,1.8,54.0,1200.0,7.3,55.5,TAUP,3Y+MDN,TAUP,3Y+MDN,TAUP,3Y+MSW,MAT ,2Y-MDN,RIP VAN WINKLE (IRE),GALWAY (NZ),SAVABEEL,MATAMATA,,,1NZ,1NZ,3NZ,5NZ,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,,,,
A PARK,2,VAN DYKS FURNISHERS MAIDEN,1230,"10,000",3Y+MDN,Claim,11.15 am,16/01/2019,12,',,,,,ATOM ANT,,57.0,,,,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,,MS K MCQUADE,3,G,S. T. Collett,,na,na,na,na,na,A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,70,314,117,219,1112,0,0,0,2,0,11,13,26,114,3,1,22,0,0,0,,,,,,,,,,,,,,,,,,,,,ZACINTO (GB),BARBARA JENNIE (NZ),BAHHARE (USA),MATAMATA,,,,,,,Scratched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A PARK,3,MILLS REEF WINERY MAIDEN,1100,"10,000",3Y+MDN,Claim,11.50 am,16/01/2019,1,'4243,3.0,4.0,2.0,4.0,TOUGH KID,9.0,58.5,5.0,98.0,97.0,8,0,3,0.0,38.0,eq,- 2.0,up,638,17,0,0,0,0,3,7,0,0,0,0,0,0,0,3,5,0,0,2,0,0,1,2,3,2,1,3,3,1.0,10.0,S F RITCHIE,4,G,P. Gallagher,,G2,O2,1.24,1.21,1.03,C,A,6.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,32.5,26/10/18,32.0,20/09/17,,,32.5,26/10/18,32.0,20/09/17,,0.0,0.0,0.0,0.0,3.0,8.0,31.5,32.0,30/12/2018,3.0,28.5,29.0,08/12/2018,4.0,29.5,30.5,11/11/2018,2.0,31.5,32.5,26/10/2018,4.0,29.0,30.0,07/10/2018,3.0,16.5,24.5,11/10/2017,10.0,23.5,32.0,20/09/2017,5.0,14.0,22.5,03/09/2017,6.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,19,16,71,51,70,327,32,53,220,0,0,0,1000.0,1.5,58.5,1200.0,2.7,58.5,1200.0,2.5,58.5,1200.0,1.6,58.5,TAUP,3Y+MDN,ELLS,3Y+MSW,HAST,3Y+MSW,PUK ,3Y+MSW,SUPER EASY (NZ),GOLDIE THORN (NZ),THORN PARK,CAMBRIDGE,,,2NZ,3NZ,2NZ,5NZ,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,58.5,56.0,57.5,56.5,
A PARK,3,MILLS REEF WINERY MAIDEN,1100,"10,000",3Y+MDN,Claim,11.50 am,16/01/2019,2,'5485,5.0,8.0,4.0,5.0,WAY ABOVE,1.0,57.0,13.0,86.0,79.0,6,0,0,0.0,0.0,eq,+ 2.0,up,146,29,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,6,6,3,8,6,,,S D COLE,3,G,M. Cameron,,G3,F2,0.97,1.09,1.07,A,na,5.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,30.5,26/10/18,30.5,28/04/18,,,30.5,26/10/18,,,,0.0,0.0,0.0,0.0,0.0,6.0,22.0,23.0,18/12/2018,5.0,22.0,24.0,29/11/2018,8.0,25.5,27.5,16/11/2018,4.0,28.0,30.5,26/10/2018,5.0,23.5,30.5,28/04/2018,9.0,22.5,30.5,28/03/2018,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,29,46,203,95,172,683,0,0,1,2,2,9,3,3,29,7,9,74,2,2,10,1000.0,3.6,55.5,1200.0,6.0,54.0,1200.0,3.1,55.5,1200.0,2.5,57.5,RKA ,3Y-MDN,AVD ,3Y+MSW,RKA ,3Y-MSW,PUK ,3Y-MSW,SMART MISSILE,IRISH COLLEEN (NZ),SHINKO KING (IRE),BYERLEY PARK,,,5NZ,6NZ,6NZ,8NZ,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,56.0,57.5,,,
A PARK,3,MILLS REEF WINERY MAIDEN,1100,"10,000",3Y+MDN,Claim,11.50 am,16/01/2019,3,' 677,7.0,7.0,6.0,,BERNINI,,57.0,,,,3,0,0,0.0,0.0,,,,50,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,10,8,5,10,10,,,S J MCKEE,3,G,S. C. Spratt,,M6,B9,0.61,0.82,1.17,A,B,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,26.0,07/11/18,,,,,26.0,07/11/18,,,,0.0,0.0,0.0,0.0,0.0,3.0,16.5,17.0,05/01/2019,7.0,16.5,18.0,13/12/2018,7.0,24.0,26.0,07/11/2018,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,21,129,47,95,579,0,0,4,8,12,75,36,55,321,23,51,314,6,19,98,1400.0,11.0,57.5,1400.0,12.0,57.5,1200.0,6.8,57.0,,,,RKA ,3Y-MDN,ELLS,3Y-MSW,AVD ,3Y+MDN,,,BERNARDINI (USA),EQUESTRIENNE (NZ),LONHRO,ARDMORE,,,8NZ,7NZ,4NZ,,Scratched,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,
A PARK,3,MILLS REEF WINERY MAIDEN,1100,"10,000",3Y+MDN,Claim,11.50 am,16/01/2019,4,'4232,2.0,3.0,2.0,4.0,SHESONFIRE,7.0,56.5,4.5,100.0,98.0,5,0,4,0.0,80.0,eq,- 1.5,dn,1500,20,0,1,1,0,3,4,0,0,0,0,0,0,0,3,3,0,1,2,0,0,0,1,2,3,2,4,2,2.0,10.0,S B MARSH,4,M,J. L. Waddell,,G2,O2,1.23,1.12,1.08,D,B,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,34.5,27/12/18,,,,,34.5,27/12/18,33.5,28/11/18,,0.0,1.0,1.0,0.0,3.0,4.0,34.0,34.5,27/12/2018,2.0,32.0,32.5,14/12/2018,3.0,33.0,33.5,28/11/2018,2.0,22.5,23.5,31/10/2018,4.0,32.5,33.5,07/10/2018,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,28,88,48,96,312,0,1,1,26,51,222,112,146,692,81,150,663,11,10,48,1200.0,0.1,57.0,1200.0,0.3,56.5,1215.0,0.2,56.5,1150.0,7.6,57.5,NWPL,3Y+MDN,TAUR,3Y+MSW,ARP ,3Y+MDN,TAW ,FM-MDN,ZACINTO (GB),UDIDITAGAIN (NZ),D'CASH,CAMBRIDGE,33.5,28/11/18,1NZ,1NZ,2NZ,1NZ,,,,,,,,,,,,,,0.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,,,,
A PARK,3,MILLS REEF WINERY MAIDEN,1100,"10,000",3Y+MDN,Claim,11.50 am,16/01/2019,5,'8x5x,5.0,8.0,,,ARRIVO,3.0,56.5,21.0,83.0,76.0,14,0,5,0.0,36.0,eq,- 2.0,dn,607,105,0,1,1,0,5,13,0,1,1,0,0,0,0,3,9,0,1,2,0,1,3,7,7,4,0,5,4,,,MS J ENTWISLE,5,M,T. L. Newman,a3.0,G3,O2,1.12,1.07,1.02,D,na,1.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,4.0,03/10/2018,20.0,20.0,30/11/2017,18.5,21.0,09/06/2017,10.0,15.0,,,20.0,03/10/18,33.0,07/03/18,33.0,07/03/18,29.0,11/02/18,,0.0,1.0,1.0,0.0,4.0,13.0,20.0,20.0,03/10/2018,5.0,23.0,24.5,23/03/2018,8.0,31.5,33.0,07/03/2018,2.0,20.0,21.5,28/02/2018,6.0,27.0,29.0,11/02/2018,2.0,21.0,23.0,02/02/2018,3.0,27.0,29.0,17/01/2018,2.0,9.5,12.0,29/12/2017,13.0,,,,,,,,,,,,,,,,,,,1,8,35,12,15,114,0,0,1,0,1,1,0,1,2,0,4,8,0,0,0,1200.0,6.6,53.5,1200.0,5.6,56.5,1200.0,0.5,57.5,1200.0,5.7,52.5,RKA ,3Y+MDN,AVD ,3Y+MSW,AVD ,FM-MDN,PUK ,3Y+MDN,CAPTAIN RIO (GB),FAST ARRIVAL (NZ),ENTREPRENEUR (GB),PUKEKOHE PARK,29.0,17/01/18,7NZ,3NZ,6NZ,2NZ,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,6.0,0.0,2.0,5.0,52.5,52.5,52.5,52.5,
A PARK,3,MILLS REEF WINERY MAIDEN,1100,"10,000",3Y+MDN,Claim,11.50 am,16/01/2019,6,'00x0,0.0,0.0,0.0,,KATE LOUISE,,56.5,,,,6,0,2,0.0,33.0,,,,1000,17,0,0,0,0,1,5,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,8,8,10,6,9,9,,,S T WENN,4,M,A. J. Calder,,G3,O3,0.59,0.93,1.08,D,D,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16/05/2018,24.0,27.5,03/06/2017,24.0,35.0,,,,19.5,30/12/18,27.5,16/05/18,41.0,20/05/17,41.0,20/05/17,41.0,20/05/17,,0.0,0.0,0.0,0.0,2.0,6.0,19.0,19.5,30/12/2018,10.0,24.0,27.5,16/05/2018,10.0,22.5,26.5,07/04/2018,10.0,25.5,35.0,20/07/2017,2.0,24.0,35.0,03/06/2017,6.0,29.5,41.0,20/05/2017,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14,102,22,55,323,0,0,0,2,4,29,13,30,183,8,20,122,0,1,4,1000.0,10.0,56.5,1200.0,5.8,56.5,1200.0,7.0,56.0,800.0,1.3,52.5,TAUP,3Y+MDN,RKA ,3Y+MSW,TE A,3Y+MSW,HAST,2Y-MSW,SWISS ACE,LUCY IN DISGUISE (NZ),ELUSIVE CITY (USA),TE AROHA,,,6NZ,3NZ,2NZ,2NZ,Scratched,,,,,,,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,54.5,51.0,,,
A PARK,3,MILLS REEF WINERY MAIDEN,1100,"10,000",3Y+MDN,Claim,11.50 am,16/01/2019,7,'365x,5.0,6.0,3.0,,HIRAETH,4.0,56.5,11.0,87.0,80.0,4,0,1,0.0,25.0,eq,- 2.0,dn,313,179,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,5,5,5,0,2,5,,,MS A S JOHNSON,4,M,Jake Bayliss,,F1,O3,1.01,1.07,1.02,D,na,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11/04/2018,23.0,27.0,,,,,,,,,34.5,04/05/18,,,34.5,04/05/18,34.5,04/05/18,,0.0,0.0,0.0,0.0,1.0,4.0,19.0,21.5,21/07/2018,5.0,15.5,19.0,23/05/2018,6.0,31.0,34.5,04/05/2018,3.0,23.0,27.0,11/04/2018,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,29,134,39,91,481,0,0,0,1,0,5,3,3,21,2,2,17,0,0,1,1200.0,5.1,51.5,1200.0,12.0,57.5,1200.0,1.0,56.5,1150.0,4.3,54.0,TE R,3Y-MSW,AVD ,FM-MDN,PUK ,3Y+MSW,TAW ,3Y+MDN,DREAM AHEAD (USA),COMMENTATE,COMMANDS,PUKEKOHE PARK,,,3NZ,6NZ,10NZ,4NZ,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,,,,,
